Company_Ticker,Company_Name,Aienstein_Rating,ESG_E,ESG_S,ESG_G,ESG_Summary,Fact_Market_Cap,Fact_Market_Cap_Rating
PINS,Pinterest Inc,F,D,D,C,C,14612.26014,2X
PRU,Prudential Financial Inc.,A,B,B,C,C,44478.78,4X
PYPL,PayPal Holdings Inc,F,B,C,C,C,139558.5685,4X
QADA,"QAD, Inc.",A,D,C,C,C,1547.772324,.5X
RGA,"Reinsurance Group Of America, Inc.",D,C,C,C,C,7028.843378,2X
RGEN,Repligen Corp.,F,C,B,D,C,10524.28138,2X
RGP,Resources Connection Inc,D,D,C,C,C,557.2053646,.25X
RHP,Ryman Hospitality Properties Inc,D,C,C,C,C,5035.734671,1X
RMD,Resmed Inc.,A,B,B,C,B,38091.2597,4X
RVLV,Revolve Group Inc,D,C,C,A,B,2009.799619,.5X
SEAS,SeaWorld Entertainment Inc,A,C,C,C,C,5403.523654,1X
SGMO,Sangamo Therapeutics Inc,F,D,C,B,C,896.7295738,.25X
SHOP,Shopify Inc,F,C,C,B,C,88295.10066,4X
SHW,Sherwin-Williams Co.,F,B,C,B,B,67316.3408,4X
SITM,SiTime Corp,F,C,C,C,C,4552.097151,1X
SIX,Six Flags Entertainment Corp,A,D,C,C,C,3666.769371,1X
SPCE,Virgin Galactic Holdings Inc,F,D,C,A,B,2425.969599,.5X
SPNS,Sapiens International Corp NV,F,D,D,D,D,1449.55882,.5X
SPSC,SPS Commerce Inc.,D,D,C,C,C,4805.381643,1X
SPTN,SpartanNash Co,A,C,C,C,C,1248.854153,.5X
SQM,Sociedad Quimica Y Minera de Chile S.A.,A,,,,,11022.76301,2X
SSP,E.W. Scripps Co.,A,D,C,F,D,1524.252512,.5X
SSTK,Shutterstock Inc,F,D,C,C,C,3514.195516,1X
STBA,"S & T Bancorp, Inc.",D,D,C,B,C,1212.59712,.5X
STM,ST Microelectronics,F,B,B,C,B,39172.28281,4X
SU,"Suncor Energy, Inc.",A,B,B,C,B,46197.77005,4X
SXI,Standex International Corp.,D,C,B,C,C,1303.147466,.5X
TAL,TAL Education Group,F,D,C,C,C,1274.27802,.5X
TALO,Talos Energy Inc,A,D,C,C,C,1238.730895,.5X
TBNK,Territorial Bancorp Inc,D,D,D,B,C,230.1503846,.25X
TDG,Transdigm Group Incorporated,A,C,C,D,C,36449.15803,4X
TEN,"Tenneco, Inc.",A,B,B,C,B,1484.457069,.5X
TG,Tredegar Corp.,A,C,C,B,C,426.88,.25X
TLND,Talend SA,D,C,C,D,D,2111.414295,.5X
TPR,Tapestry Inc,D,B,B,C,B,10690.28729,2X
TREE,LendingTree Inc.,D,D,D,C,C,1595.141552,.5X
TRGP,Targa Resources Corp,A,C,C,C,C,15836.66428,2X
TSM,Taiwan Semiconductor Manufacturing,F,,,,,553458.0405,4X
TTMI,TTM Technologies Inc,D,C,C,C,C,1532.827665,.5X
TTOO,T2 Biosystems Inc,F,D,C,F,D,74.63058435,.25X
VCYT,Veracyte Inc,F,D,C,C,D,2004.456435,.5X
VIVO,Meridian Bioscience Inc.,A,D,C,D,D,1120.260667,.5X
VMC,Vulcan Materials Co,F,B,C,C,C,24342.48201,4X
WBA,Walgreens Boots Alliance Inc,F,B,C,D,C,40995.40127,4X
WDAY,Workday Inc,F,B,B,C,C,46040.4,4X
WLDN,Willdan Group Inc,F,,,,,391.7549261,.25X
XEC,Cimarex Energy Co.,A,C,C,B,C,8966.447518,2X
YEXT,Yext Inc,F,D,C,C,C,870.6252808,.25X
LCII,LCI Industries,F,C,C,D,C,3162.518558,1X
LE,"Lands` End, Inc.",A,B,C,C,C,681.0582076,.25X
LMND,Lemonade Inc,F,D,C,B,C,1662.650708,.5X
LMNR,Limoneira Co,F,C,D,C,C,238.7529,.25X
LMT,Lockheed Martin Corp.,A,B,C,C,C,118016.2701,4X
LOCO,El Pollo Loco Holdings Inc,F,D,C,C,C,426.463538,.25X
LSCC,Lattice Semiconductor Corp.,F,C,C,C,C,8462.667036,2X
MACK,Merrimack Pharmaceuticals Inc,A,D,C,B,C,90.06662,.25X
MASI,Masimo Corp,F,C,C,C,C,8681.37215,2X
MGLN,Magellan Health Inc,D,D,C,C,C,2494.905226,.5X
MKSI,"MKS Instruments, Inc.",F,C,C,B,C,8608.906854,2X
MOG.A,"Moog, Inc.",A,C,C,D,C,2503.409914,.5X
MOH,Molina Healthcare Inc,A,B,B,D,C,20051.64,2X
MRK,Merck & Co Inc,A,B,B,D,C,200257.0522,4X
MRTX,Mirati Therapeutics Inc,F,D,C,C,C,4525.80533,1X
MRVL,Marvell Technology Group Ltd,D,C,C,C,C,37755.26457,4X
MSGS,Madison Square Garden Sports Corp,D,D,D,B,C,3328.242241,1X
MTCH,Match Group Inc.,F,D,C,C,C,28425.69356,4X
NAVI,Navient Corp,F,C,D,C,C,2822.128234,1X
NEO,Neogenomics Inc.,F,C,C,B,C,2198.412021,.5X
NEWR,New Relic Inc,F,D,C,C,C,4255.312177,1X
NG,Novagold Resources Inc.,A,C,C,C,C,2600.352016,1X
NGS,"Natural Gas Services Group, Inc.",A,C,C,B,C,148.6620523,.25X
NMM,Navios Maritime Partners L.P.,A,,,,,878.79902,.25X
NOK,Nokia Corp,F,,,,,30250.20798,4X
NTCT,Netscout Systems Inc,D,C,C,C,C,2335.177545,.5X
NTUS,Natus Medical Inc,A,D,C,C,C,872.3803342,.25X
NVRO,Nevro Corp,F,D,C,C,C,2461.870043,.5X
OKTA,Okta Inc,F,C,C,C,C,25758.89096,4X
PEG,Public Service Enterprise Group Inc.,A,B,C,C,C,33772.54841,4X
PFPT,Proofpoint Inc,B,D,C,D,C,10136.7302,2X
PIPR,Piper Sandler Co`s,F,D,D,C,C,2382.901898,.5X
PLXS,Plexus Corp.,F,C,C,C,C,2449.302831,.5X
PM,Philip Morris International Inc,D,B,B,C,B,146346.9991,4X
PSX,Phillips 66,A,C,B,C,C,34496.04577,4X
PTC,PTC Inc,D,D,C,D,D,13078.67826,2X
QRVO,Qorvo Inc,F,C,B,C,C,14545.09151,2X
QTWO,Q2 Holdings Inc,F,D,C,D,D,3555.534743,1X
QUOT,Quotient Technology Inc,F,C,C,C,C,632.4394406,.25X
RAMP,LiveRamp Holdings Inc,F,D,C,C,C,2653.719729,1X
RBA,Ritchie Bros Auctioneers Inc,D,C,C,C,C,6641.050508,2X
RMBS,Rambus Inc.,A,C,C,B,C,3400.862523,1X
RNET,RigNet Inc,A,D,C,C,D,201.7536288,.25X
ROL,"Rollins, Inc.",D,C,C,B,C,16829.11172,2X
RUN,Sunrun Inc,F,B,C,D,C,6357.148963,2X
SAH,"Sonic Automotive, Inc.",D,D,C,C,C,1439.798791,.5X
SAIC,Science Applications International Corp.,A,C,C,D,C,5117.05774,1X
SEDG,Solaredge Technologies Inc,A,B,B,C,B,16334.98395,2X
SITE,SiteOne Landscape Supply Inc,F,C,B,C,C,8181.797529,2X
SJM,J.M. Smucker Co.,D,C,C,C,C,13877.47578,2X
SNDR,Schneider National Inc,D,C,C,B,C,2519.855521,.5X
SNEX,StoneX Group Inc,A,D,D,C,C,1499.12632,.5X
SNOW,Snowflake Inc,F,,,,,67055.565,4X
SP,SP Plus Corp,A,C,C,C,C,719.5519756,.25X
SPR,Spirit Aerosystems Holdings Inc,A,B,C,D,C,4948.871902,1X
SREV,ServiceSource International Inc,A,D,C,C,C,126.5406958,.25X
SSL,Sandstorm Gold Ltd,B,C,C,B,C,6240.296294,2X
SWK,Stanley Black & Decker Inc,F,B,C,C,C,24639.86498,4X
TA,TravelCenters of America Inc,F,C,C,C,C,655.2469959,.25X
TBPH,Theravance Biopharma Inc,D,D,C,F,D,770.8851385,.25X
TDY,Teledyne Technologies Inc,A,C,C,C,C,20384.81264,4X
TEL,TE Connectivity Ltd,F,B,B,B,B,43899.10751,4X
TILE,Interface Inc.,F,B,C,C,C,819.0919762,.25X
TMHC,Taylor Morrison Home Corp.,D,B,B,D,C,4095.700352,1X
TMO,Thermo Fisher Scientific Inc.,F,B,B,C,C,231759.1392,4X
TPIC,TPI Composites Inc,A,B,C,C,C,571.758949,.25X
TROX,Tronox Holdings plc,F,B,C,D,C,3142.0107,1X
TRV,Travelers Companies Inc.,A,B,C,B,B,44986.0648,4X
TTWO,"Take-Two Interactive Software, Inc.",F,D,C,B,C,17637.37976,2X
UBER,Uber Technologies Inc,F,D,D,D,D,62861.81135,4X
UIS,Unisys Corp.,A,C,C,D,D,1530.240833,.5X
UNM,Unum Group,A,C,C,C,C,6023.480571,2X
VIRT,Virtu Financial Inc,A,D,C,C,C,4208.31237,1X
VRM,Vroom Inc.,F,D,C,C,C,393.7380394,.25X
VVV,Valvoline Inc,F,B,B,D,C,5630.69512,1X
WAB,Westinghouse Air Brake Technologies Corp,A,B,B,C,C,18174.0171,2X
WMT,Walmart Inc,A,C,C,B,C,405559.1224,4X
YUMC,Yum China Holdings Inc,F,C,B,C,B,18708.31674,2X
NGD,New Gold Inc,A,B,C,C,B,1218.632,.5X
NM,"Navios Maritime Holdings, Inc.",A,,,,,66.68723216,.25X
NRG,NRG Energy Inc.,F,C,C,D,C,9279.491559,2X
NVEC,NVE Corp,F,C,C,B,B,271.3941,.25X
NVEE,NV5 Global Inc,D,,,,,2066.366428,.5X
NVMI,Nova Ltd,F,D,C,B,C,3260.702091,1X
NVTA,Invitae Corp,F,D,D,D,D,1821.306401,.5X
NXGN,NextGen Healthcare Inc,A,D,C,C,C,1337.21638,.5X
OHI,"Omega Healthcare Investors, Inc.",D,C,C,C,C,6922.608541,2X
OMC,"Omnicom Group, Inc.",A,C,C,C,C,18057.41725,2X
OSTK,Overstock.com Inc,F,D,C,A,B,2250.451147,.5X
OTTR,Otter Tail Corporation,F,B,C,C,C,2538.053307,.5X
PAYC,Paycom Software Inc,F,D,C,C,C,21575.08933,4X
PDCO,Patterson Companies Inc.,A,C,C,B,C,3036.4464,1X
PDD,Pinduoduo Inc,F,D,D,C,C,53390.10292,4X
PGTI,PGT Innovations Inc,D,C,C,D,D,1293.040678,.5X
PLNT,Planet Fitness Inc,D,C,C,C,C,7193.860688,2X
PNM,PNM Resources Inc,A,B,C,C,C,3959.562738,1X
POST,Post Holdings Inc,F,B,B,B,B,4346.746691,1X
PS,Pluralsight Inc,B,D,C,D,D,2761.865699,1X
PUMP,ProPetro Holding Corp,A,D,C,B,C,1371.292415,.5X
PWR,"Quanta Services, Inc.",A,C,C,B,C,17611.12078,2X
QS,QuantumScape Corp,F,,,,,5207.041181,1X
QSR,Restaurant Brands International Inc,D,B,C,C,C,18399.845,2X
RH,RH,F,D,C,B,C,7875.837613,2X
RNG,RingCentral Inc.,F,D,C,D,D,9975.696004,2X
RS,Reliance Steel & Aluminum Co.,A,C,B,C,C,12157.03203,2X
RVNC,Revance Therapeutics Inc,A,D,C,D,D,1259.893254,.5X
SAND,Sandstorm Gold Ltd,A,B,B,B,B,1551.329311,.5X
SB,"Safe Bulkers, Inc",A,D,D,D,D,537.697476,.25X
SCOR,Comscore Inc.,F,D,C,D,D,228.4362223,.25X
SFE,"Safeguard Scientifics, Inc.",F,D,D,B,C,101.3313556,.25X
SJI,South Jersey Industries Inc.,A,B,B,D,C,3824.325837,1X
SM,SM Energy Co,A,B,C,C,C,4696.096194,1X
SMAR,Smartsheet Inc,F,C,C,C,C,6455.808238,2X
SONO,Sonos Inc,F,C,C,B,B,3281.372486,1X
SPH,Suburban Propane Partners LP,A,D,C,C,C,946.1967173,.5X
SPKE,Spark Energy Inc,C,,,,,166.3122191,.25X
SPOK,Spok Holdings Inc,F,D,C,B,C,179.0304,.25X
SPXC,SPX Corp.,F,B,B,C,C,2322.51265,.5X
SRI,Stoneridge Inc.,D,C,C,C,C,505.2420486,.25X
STFC,State Auto Financial Corp.,A,C,C,B,C,2300.271911,.5X
TAP,Molson Coors Beverage Company,A,B,B,C,C,10622.30737,2X
TDS,"Telephone And Data Systems, Inc.",D,D,C,D,D,1996.268644,.5X
TFX,Teleflex Incorporated,A,C,B,D,C,16377.12222,2X
TGP,Teekay LNG Partners LP,A,C,C,C,C,1476.431953,.5X
TGT,Target Corp,D,C,C,B,C,110321.2279,4X
THO,"Thor Industries, Inc.",F,C,C,C,C,4820.738604,1X
TISI,"Team, Inc.",A,C,B,C,C,43.99129186,.25X
TNAV,Telenav Inc,D,D,C,B,C,227.6341641,.25X
TPC,Tutor Perini Corp,F,D,C,D,D,530.1292492,.25X
TRI,Thomson-Reuters Corp,F,B,B,B,B,53799.84131,4X
TRUP,Trupanion Inc,F,D,C,C,C,3638.447795,1X
TSE,Trinseo S.A.,B,B,B,D,C,2196.101952,.5X
TTD,Trade Desk Inc,F,D,D,C,C,29871.75123,4X
TTSH,Tile Shop Hldgs Inc,D,D,C,C,C,343.9013186,.25X
TUP,Tupperware Brands Corporation,A,B,C,C,C,949.9362544,.5X
TWOU,2U Inc,F,C,C,C,C,918.5345068,.25X
TX,Ternium S.A.,D,B,B,C,B,8374.485543,2X
TXMD,TherapeuticsMD Inc,A,D,C,D,D,173.8858735,.25X
UNF,Unifirst Corp.,F,C,C,B,B,2783.48718,1X
UNVR,Univar Solutions Inc,A,B,B,B,B,5556.21934,1X
USM,United States Cellular Corporation,D,C,C,D,C,1612.479314,.5X
VC,Visteon Corp.,D,B,C,C,C,3025.665111,1X
VRA,Vera Bradley Inc,D,C,C,D,C,281.3563991,.25X
VRSN,Verisign Inc.,F,C,B,C,C,24696.28175,4X
WCN,Waste Connections Inc,A,B,C,C,C,35977.52323,4X
WDFC,WD-40 Co.,F,C,C,B,C,2590.994574,1X
WEN,Wendy`s Co,D,D,C,C,C,4959.254068,1X
WFC,Wells Fargo & Co.,A,B,C,C,C,211151.6286,4X
WIFI,Boingo Wireless Inc,B,D,C,D,D,625.6116471,.25X
WOR,"Worthington Industries, Inc.",A,B,B,B,B,3067.586307,1X
WWW,"Wolverine World Wide, Inc.",F,C,C,C,C,2047.962024,.5X
X,United States Steel Corp.,A,C,C,C,C,8903.438557,2X
XONE,ExOne Co,A,D,D,B,C,608.1105465,.25X
YUM,Yum Brands Inc.,F,C,B,C,C,36065.92361,4X
ZAGG,Zagg Inc,B,C,C,C,C,157.3023531,.25X
ZVO,Zovio Inc,F,D,D,B,C,30.4135052,.25X
KLIC,"Kulicke & Soffa Industries, Inc.",A,C,B,B,B,3800.528657,1X
KMT,Kennametal Inc.,F,C,B,C,C,2557.2115,.5X
LASR,nLIGHT Inc,F,C,C,C,C,802.6214969,.25X
LCI,"Lannett Co., Inc.",F,D,C,C,C,36.5011433,.25X
LHCG,LHC Group Inc,A,D,C,B,B,4774.816546,1X
LII,Lennox International Inc,F,C,C,B,B,10282.5229,2X
LNC,Lincoln National Corp.,D,C,C,C,C,12412.33509,2X
LPLA,LPL Financial Holdings Inc,A,B,C,B,B,14525.24393,2X
LPX,Louisiana-Pacific Corp.,D,B,C,B,C,6922.923221,2X
LQDT,Liquidity Services Inc,F,D,C,B,B,649.2693738,.25X
LSTR,"Landstar System, Inc.",F,D,C,B,C,6196.851858,2X
MDB,MongoDB Inc,F,D,C,C,C,26345.50201,4X
MDLZ,Mondelez International Inc.,D,C,C,C,C,85979.75092,4X
MDRX,Allscripts Healthcare Solutions Inc,A,D,C,C,C,2698.98464,1X
MLAB,"Mesa Laboratories, Inc.",F,C,C,D,C,1390.819993,.5X
MO,Altria Group Inc.,A,B,B,C,C,95301.94572,4X
MOD,Modine Manufacturing Co.,D,C,C,C,C,484.4082859,.25X
MPAA,Motorcar Parts of America Inc.,A,C,C,C,C,335.5394855,.25X
MRO,Marathon Oil Corporation,A,B,B,C,B,18196.2453,2X
MS,Morgan Stanley,D,C,C,D,C,173004.8807,4X
MTRN,Materion Corp,D,C,C,C,C,1731.681746,.5X
MUSA,Murphy USA Inc,D,D,C,C,C,5037.456746,1X
NBR,Nabors Industries Ltd,A,C,C,C,C,1199.800304,.5X
NETI,Eneti Inc,F,C,C,B,C,119.4301062,.25X
NGL,NGL Energy Partners LP,A,,,,,295.4741809,.25X
NOMD,Nomad Foods Limited,F,C,C,C,C,3694.991841,1X
NUE,Nucor Corp.,A,C,C,C,C,39989.44775,4X
NVR,NVR Inc.,F,D,C,B,C,17855.61253,2X
NVS,Novartis AG,D,,,,,211283.3916,4X
NVST,Envista Holdings Corp,A,C,C,D,C,8054.821965,2X
NYT,New York Times Co.,D,D,C,B,C,7520.806509,2X
OCFC,OceanFirst Financial Corp.,D,D,C,B,C,1268.186197,.5X
OGE,Oge Energy Corp.,A,C,C,C,C,7688.697206,2X
OKE,Oneok Inc.,A,B,C,C,C,29859.28164,4X
OPTN,OptiNose Inc,A,D,C,D,D,125.8092683,.25X
OXFD,Oxford Immunotec Global PLC,C,D,C,C,C,570.90438,.25X
PAA,Plains All American Pipeline LP,A,C,B,C,C,7546.74898,2X
PAAS,Pan American Silver Corp,A,B,B,B,B,5818.983983,1X
PBI,"Pitney Bowes, Inc.",F,B,B,C,C,941.147283,.5X
PCAR,Paccar Inc.,A,C,C,C,C,30783.86467,4X
PCG,PG&E Corp.,D,C,B,F,C,22989.4619,4X
PERS,SandRidge Permian Trust,C,,,,,2.26275,.25X
PINC,Premier Inc,F,C,C,D,C,4461.833304,1X
PNTG,Pennant Group Inc,F,D,C,D,D,491.2282639,.25X
POOL,Pool Corporation,F,C,C,B,C,19545.5436,2X
POR,Portland General Electric Co,A,C,C,C,C,4809.119424,1X
PRLB,Proto Labs Inc,A,C,C,C,C,1505.482446,.5X
PSXP,Phillips 66 Partners LP,A,D,D,D,D,9592.569533,2X
PZZA,"Papa John`s International, Inc.",F,C,C,B,C,3777.405455,1X
QCOM,"Qualcomm, Inc.",F,B,B,C,C,173700.72,4X
R,"Ryder System, Inc.",A,B,C,C,C,4530.963452,1X
RAD,Rite Aid Corp.,F,C,C,D,C,520.9035964,.25X
RAIL,FreightCar America Inc,A,D,C,C,C,64.62942942,.25X
RARE,Ultragenyx Pharmaceutical Inc.,F,D,C,C,C,4733.600267,1X
RAVN,"Raven Industries, Inc.",B,C,C,C,C,2086.096357,.5X
RBC,Regal Beloit Corp,B,C,C,C,C,6145.253342,2X
REAL,Therealreal Inc,F,C,C,C,C,756.3479217,.25X
RP,RealPage Inc.,B,D,C,D,D,9057.560187,2X
RSG,"Republic Services, Inc.",D,B,C,C,C,41861.79465,4X
RYAM,Rayonier Advanced Materials Inc,A,B,C,D,C,428.9523857,.25X
SBAC,SBA Communications Corp,F,C,C,C,C,36221.65783,4X
SBUX,Starbucks Corp.,F,C,C,C,C,105647.36,4X
SCHN,"Schnitzer Steel Industries, Inc.",F,C,C,C,C,1293.366944,.5X
SIVB,SVB Financial Group,F,D,C,B,C,33464.00922,4X
SNCR,Synchronoss Technologies Inc,F,D,C,D,D,161.2477453,.25X
SPB,Spectrum Brands Holdings Inc.,F,C,D,D,D,3951.52707,1X
ST,Sensata Technologies Holding Plc,F,B,C,D,C,8465.100135,2X
STLA,Stellantis N.V,F,B,B,D,C,51060.93763,4X
STMP,Stamps.com Inc.,A,C,C,B,B,6122.721645,2X
STT,State Street Corp.,D,B,C,C,C,32515.19346,4X
STZ,Constellation Brands Inc,F,B,C,C,C,37112.17433,4X
SWBI,Smith & Wesson Brands Inc,D,C,C,B,C,808.2670521,.25X
SWI,SolarWinds Corp,F,D,C,D,D,1918.411748,.5X
TBI,TrueBlue Inc,A,C,C,B,C,1031.020827,.5X
TECH,Bio-Techne Corp,F,C,C,C,C,17484.59227,2X
TMX,Terminix Global Holdings Inc,A,C,C,B,C,5655.803499,1X
TNET,TriNet Group Inc,D,B,B,C,C,6113.531488,2X
TRMB,Trimble Inc,F,C,C,C,C,18068.82423,2X
TRS,Trimas Corporation,F,C,B,C,C,1421.847134,.5X
TRVN,Trevena Inc,D,D,D,C,C,88.83477252,.25X
TWIN,Twin Disc Incorporated,A,D,D,C,C,229.403412,.25X
UVV,Universal Corp.,A,B,B,D,C,1383.78006,.5X
VAR,"Varian Medical Systems, Inc.",D,B,C,C,C,16261.89862,2X
VEEV,Veeva Systems Inc,F,D,C,C,C,27339.52595,4X
VIPS,Vipshop Holdings Ltd,A,C,C,B,B,5307.871332,1X
VMI,"Valmont Industries, Inc.",D,C,C,C,C,5141.240604,1X
VNDA,Vanda Pharmaceuticals Inc,F,D,D,C,C,669.327137,.25X
VRNS,Varonis Systems Inc,F,D,C,C,C,4704.33458,1X
VSAT,"Viasat, Inc.",A,C,C,D,D,3586.367519,1X
VSTM,Verastem Inc,F,D,C,C,C,240.4084978,.25X
WES,Western Midstream Partners LP,A,B,B,B,B,9938.620831,2X
WING,Wingstop Inc,F,D,C,B,C,3600.690596,1X
WNC,Wabash National Corp.,F,B,B,C,C,819.1521374,.25X
WYNN,Wynn Resorts Ltd.,D,B,C,C,C,9213.245568,2X
YELL,Yellow Corporation,F,D,C,D,D,418.9021257,.25X
ZEUS,Olympic Steel Inc.,A,C,C,D,C,385.712352,.25X
ZM,Zoom Video Communications Inc,F,,,,,27993.7743,4X
MTSI,MACOM Technology Solutions Holdings Inc,F,C,C,C,C,4206.673483,1X
MX,Methanex Corp.,A,B,C,D,C,1955.136185,.5X
NEOG,Neogen Corp.,F,D,C,B,C,3799.87808,1X
NEU,NewMarket Corp.,D,C,C,B,C,3581.997164,1X
NFLX,NetFlix Inc,F,D,C,D,D,168451.995,4X
NKE,"Nike, Inc.",F,C,C,B,C,167699.3205,4X
NLOK,NortonLifeLock Inc,A,B,B,D,C,15956.03092,2X
NLSN,Nielsen Holdings plc,A,C,B,C,C,8769.075642,2X
NOG,Northern Oil and Gas Inc.,A,C,B,C,C,1803.189643,.5X
NPTN,NeoPhotonics Corporation,D,D,C,B,C,789.043626,.25X
NRP,Natural Resource Partners LP,A,B,C,B,B,474.6310133,.25X
NWE,Northwestern Corp.,A,B,C,C,C,2956.520756,1X
OII,"Oceaneering International, Inc.",A,C,C,C,C,1556.13964,.5X
OMER,Omeros Corporation,A,D,D,F,D,409.3464748,.25X
PCRX,Pacira BioSciences Inc,A,D,C,F,D,3241.643433,1X
PDFS,PDF Solutions Inc.,F,D,C,C,C,1051.013994,.5X
PEGA,Pegasystems Inc.,F,C,C,D,C,6481.427821,2X
PEP,PepsiCo Inc,D,C,C,C,C,224994.4937,4X
PFSI,PennyMac Financial Services Inc.,F,C,C,F,D,3435.411358,1X
PING,Ping Identity Holding Corp,D,C,C,C,C,1847.515613,.5X
PLOW,Douglas Dynamics Inc,D,D,C,B,C,826.854617,.25X
POWI,Power Integrations Inc.,A,C,C,B,B,5848.791397,1X
PRAH,PRA Health Sciences Inc,C,C,C,C,C,10704.84803,2X
PSMT,Pricesmart Inc.,A,D,C,B,C,2397.400756,.5X
QNST,QuinStreet Inc,F,D,C,C,C,672.2323013,.25X
RCII,Rent-a-Center Inc.,F,D,C,C,C,1837.665369,.5X
RETA,Reata Pharmaceuticals Inc,A,D,D,C,C,1227.73804,.5X
RHI,Robert Half International Inc.,A,C,B,B,B,13475.59443,2X
RM,Regional Management Corp,F,D,C,C,C,465.42557,.25X
RMTI,Rockwell Medical Inc,F,D,C,D,D,34.72010819,.25X
RNST,Renasant Corp.,D,D,C,C,C,2015.14938,.5X
RPM,"RPM International, Inc.",F,B,C,C,C,10736.56899,2X
SAFT,"Safety Insurance Group, Inc.",A,D,C,B,C,1289.385774,.5X
SAM,"Boston Beer Co., Inc.",F,C,C,C,C,4098.048148,1X
SAVE,Spirit Airlines Inc,D,C,C,D,C,2351.236127,.5X
SCS,"Steelcase, Inc.",A,B,B,C,C,1091.92058,.5X
SEAC,Seachange International Inc.,F,D,D,C,C,67.67554914,.25X
SHYF,Shyft Group Inc (The),F,B,C,C,C,1455.723913,.5X
SIG,Signet Jewelers Ltd,D,C,C,C,C,4252.482082,1X
SKYW,Skywest Inc.,F,D,C,C,C,1414.160733,.5X
SLAB,Silicon Laboratories Inc,F,B,C,D,C,6954.100915,2X
SMCI,Super Micro Computer Inc,D,C,C,C,C,2169.825087,.5X
SPLK,Splunk Inc,A,D,B,C,C,20679.47811,4X
SR,Spire Inc.,A,C,C,D,C,3429.241362,1X
SRPT,Sarepta Therapeutics Inc,F,D,C,C,C,6479.839028,2X
STRA,Strategic Education Inc,A,D,C,C,C,1562.901624,.5X
SWKS,"Skyworks Solutions, Inc.",F,B,B,B,B,22324.29177,4X
TACO,Del Taco Restaurants Inc,A,D,C,C,C,455.2691492,.25X
TCOM,Trip.com Group Ltd,D,C,C,C,C,14795.36332,2X
TGA,Transglobe Energy Corp.,A,D,C,C,C,250.2699,.25X
TGH,Textainer Group Holdings Limited,A,D,C,D,D,1932.236788,.5X
THRM,Gentherm Inc,F,B,B,B,B,2498.862428,.5X
TME,Tencent Music Entertainment Group,F,D,D,C,C,4225.111537,1X
TNC,Tennant Co.,A,B,B,C,B,1591.558337,.5X
TRIB,Trinity Biotech Plc,F,D,C,C,C,22.36482221,.25X
TTEK,"Tetra Tech, Inc.",D,B,C,B,B,9070.981828,2X
TXT,Textron Inc.,D,B,B,C,C,16843.96792,2X
UAN,CVR Partners LP,A,,,,,1318.610435,.5X
UIHC,United Insurance Holdings Corp,F,D,D,C,C,155.1124802,.25X
UPS,"United Parcel Service, Inc.",A,B,C,B,B,160063.4887,4X
USNA,Usana Health Sciences Inc,F,D,B,B,C,1600.98192,.5X
V,Visa Inc,A,C,B,B,B,369779.4636,4X
VIAC,ViacomCBS Inc,D,C,C,C,C,17919.96309,2X
VRTX,"Vertex Pharmaceuticals, Inc.",A,C,B,B,C,64618.42438,4X
VSTO,Vista Outdoor Inc,F,B,B,C,B,2217.578574,.5X
WB,Weibo Corp,F,D,C,D,D,3355.214471,1X
WDC,Western Digital Corp.,F,B,C,D,C,15221.27882,2X
WIRE,Encore Wire Corp.,D,C,C,C,C,2797.580035,1X
WM,"Waste Management, Inc.",D,B,B,C,C,65552.47744,4X
WMB,Williams Cos Inc,A,B,C,C,C,38222.60476,4X
WU,Western Union Company,A,C,C,C,C,7314.267636,2X
XXII,22nd Century Group Inc,F,D,C,C,C,382.4283851,.25X
YETI,YETI Holdings Inc,F,C,C,A,C,5445.12204,1X
ZUO,Zuora Inc,F,D,C,C,C,1726.725,.5X
KIRK,Kirkland`s Inc,F,C,C,C,C,157.4082414,.25X
KLAC,KLA Corp.,F,C,B,B,B,55484.9355,4X
KMB,Kimberly-Clark Corp.,F,B,B,C,C,40697.69821,4X
KO,Coca-Cola Co,A,C,C,C,C,259632,4X
KPTI,Karyopharm Therapeutics Inc,A,D,C,D,D,542.0703196,.25X
LAMR,Lamar Advertising Co,D,C,C,C,C,9759.917337,2X
LEN,Lennar Corp.,F,D,D,B,C,25157.19852,4X
LFUS,"Littelfuse, Inc.",F,C,C,C,C,6358.360316,2X
LULU,Lululemon Athletica inc.,F,C,C,C,C,39492.81496,4X
LW,Lamb Weston Holdings Inc,F,C,C,C,C,7972.413327,2X
LXRX,Lexicon Pharmaceuticals Inc,F,D,C,B,C,316.3990499,.25X
MATX,Matson Inc,A,B,B,C,B,5231.268163,1X
MCRI,"Monarch Casino & Resort, Inc.",A,D,C,C,C,1606.998182,.5X
MNKKQ,Mallinckrodt Plc,D,C,C,D,D,10.16590536,.25X
MNRO,Monro Inc,F,D,C,C,C,1460.506358,.5X
MODN,Model N Inc,F,D,C,D,D,917.859677,.25X
MRCY,Mercury Systems Inc,A,C,C,C,C,3744.699253,1X
MYGN,"Myriad Genetics, Inc.",D,D,C,C,C,2031.781151,.5X
NBIX,"Neurocrine Biosciences, Inc.",A,D,C,C,C,8814.421747,2X
NICE,NICE Ltd,F,C,B,C,C,13909.44074,2X
NOV,NOV Inc,A,B,C,B,B,7552.310833,2X
NPO,EnPro Industries Inc,D,C,C,C,C,2226.415885,.5X
NSTG,Nanostring Technologies Inc,F,C,C,D,D,1547.735556,.5X
